LOCATION,USER_ID,PRODUCT_DATE,INDUSTRY,PRODUCT_ID
US,10195,05/08/2016,VISA,NC424 
IT,10203,10/08/2016,American Express,NC100 
IT,10203,20/12/2016,American Express,NC100 
AU,10207,07/03/2016,American Express,SW346 
IT,10211,05/08/2016,VISA,WE223 
IT,10211,19/05/2016,VISA,WE223 
IT,10211,20/02/2016,VISA,WE223 
IT,10215,20/07/2016,JCB,SE268 
IT,10215,05/08/2016,JCB,SE268 
IT,10219,05/08/2016,American Express,NE172 
IT,10219,30/07/2016,American Express,NE172 
US,10223,27/07/2016,Diners Club,WE349 
US,10223,27/02/2016,Diners Club,WE349 
US,10223,10/07/2016,Diners Club,WE349 
AU,10227,30/04/2016,Diners Club,SW412 
AU,10227,25/01/2016,Diners Club,SW412 
US,10231,01/03/2016,Diners Club,NW118 
US,10231,05/08/2016,Diners Club,NW118 
US,10235,10/09/2016,Diners Club,NW181 
US,10235,10/07/2016,Diners Club,NW181 
AU,10239,20/07/2016,Master Card,WE355 
US,10243,09/04/2016,VISA,WE220 
DE,10247,10/08/2016,Discover,SE271 
IT,10251,30/03/2016,VISA,SW409 
IT,10251,09/09/2016,VISA,SW409 
IT,10251,10/06/2016,VISA,SW409 
US,10259,25/04/2016,VISA,NW376 
US,10259,27/03/2016,VISA,NW376 
ES,10263,29/04/2016,Discover,WE286 
US,10271,10/05/2016,American Express,NC427 
US,10271,01/04/2016,American Express,NC427 
US,10275,07/03/2016,JCB,NC361 
US,10275,25/11/2016,JCB,NC361 
US,10283,20/12/2016,Diners Club,SE337 
US,10283,09/10/2016,Diners Club,SE337 
US,10283,07/03/2016,Diners Club,SE337 
US,10283,05/08/2016,Diners Club,SE337 
US,10287,10/07/2016,JCB,SE337 
US,10291,03/02/2016,Master Card,WE151 
US,10291,27/09/2016,Master Card,WE151 
US,10295,19/04/2016,JCB,NE373 
US,10295,05/08/2016,JCB,NE373 
US,10295,20/08/2016,JCB,NE373 
DE,10299,05/08/2016,Diners Club,SW217 
DE,10299,10/06/2016,Diners Club,SW217 
DE,10299,16/12/2016,Diners Club,SW217 
DE,10299,25/04/2016,Diners Club,SW217 
IT,10303,29/05/2016,American Express,SW277 
IT,10303,05/08/2016,American Express,SW277 
IT,10303,03/12/2016,American Express,SW277 
IT,10307,09/10/2016,Discover,SE334 
IT,10307,27/02/2016,Discover,SE334 
IT,10307,19/05/2016,Discover,SE334 
IT,10307,05/08/2016,Discover,SE334 
US,10311,25/11/2016,American Express,SC388 
IT,10315,03/01/2016,Diners Club,NW247 
IT,10315,20/09/2016,Diners Club,NW247 
FR,10319,15/06/2016,Master Card,NW313 
FR,10319,27/06/2016,Master Card,NW313 
FR,10319,20/11/2016,Master Card,NW313 
FR,10319,10/07/2016,Master Card,NW313 
DE,10323,25/12/2016,Diners Club,RP385 
DE,10323,05/01/2016,Diners Club,RP385 
US,10327,07/03/2016,VISA,NC232 
US,10327,03/03/2016,VISA,NC232 
US,10327,03/12/2016,VISA,NC232 
US,10327,30/03/2016,VISA,NC232 
US,10327,03/01/2016,VISA,NC232 
US,10331,12/12/2016,Discover,SE133 
US,10335,27/02/2016,Discover,WE283 
US,10335,12/08/2016,Discover,WE283 
US,10339,20/06/2016,VISA,RP121 
US,10343,27/12/2016,American Express,SE268 
AU,10347,05/08/2016,American Express,SW346 
AU,10347,27/09/2016,American Express,SW346 
US,10351,22/10/2016,JCB,SE337 
US,10351,20/12/2016,JCB,SE337 
US,10351,15/07/2016,JCB,SE337 
US,10351,07/02/2016,JCB,SE337 
US,10351,16/12/2016,JCB,SE337 
US,10351,03/11/2016,JCB,SE337 
FR,10359,10/07/2016,VISA,SC262 
FR,10359,22/10/2016,VISA,SC262 
IT,10367,20/09/2016,JCB,NC364 
IT,10367,05/08/2016,JCB,NC364 
IT,10367,05/01/2016,JCB,NC364 
IT,10367,20/06/2016,JCB,NC364 
IT,10367,10/05/2016,JCB,NC364 
US,10371,12/12/2016,VISA,WE283 
US,10371,10/05/2016,VISA,WE283 
US,10371,20/12/2016,VISA,WE283 
US,10371,12/12/2016,VISA,WE283 
AU,10375,05/08/2016,Diners Club,NE367 
AU,10375,30/05/2016,Diners Club,NE367 
AU,10375,15/06/2016,Diners Club,NE367 
AU,10375,03/01/2016,Diners Club,NE367 
AU,10375,20/04/2016,Diners Club,NE367 
AU,10379,20/12/2016,JCB,NC100 
AU,10379,29/05/2016,JCB,NC100 
AU,10379,30/07/2016,JCB,NC100 
AU,10379,01/04/2016,JCB,NC100 
AU,10383,05/08/2016,VISA,SW274 
AU,10383,03/01/2016,VISA,SW274 
US,10395,25/01/2016,VISA,SE205 
US,10395,16/12/2016,VISA,SE205 
US,10399,01/07/2016,VISA,NW310 
US,10399,19/04/2016,VISA,NW310 
US,10399,19/12/2016,VISA,NW310 
US,10399,09/09/2016,VISA,NW310 
US,10399,25/01/2016,VISA,NW310 
FR,10407,05/08/2016,VISA,SW274 
FR,10407,19/04/2016,VISA,SW274 
FR,10407,20/08/2016,VISA,SW274 
AU,10411,03/01/2016,Discover,SC196 
AU,10411,30/05/2016,Discover,SC196 
AU,10411,07/03/2016,Discover,SC196 
US,10415,20/12/2016,JCB,NC361 
CA,10419,20/12/2016,American Express,NW115 
US,10423,20/12/2016,American Express,SW343 
US,10423,10/09/2016,American Express,SW343 
US,10427,30/05/2016,JCB,SC394 
US,10427,19/04/2016,JCB,SC394 
US,10427,30/11/2016,JCB,SC394 
US,10427,27/03/2016,JCB,SC394 
US,10427,10/05/2016,JCB,SC394 
US,10427,05/08/2016,JCB,SC394 
US,10427,30/05/2016,JCB,SC394 
DE,10431,20/04/2016,Diners Club,RP121 
DE,10431,10/02/2016,Diners Club,RP121 
IT,10435,14/11/2016,American Express,NC100 
IT,10435,25/01/2016,American Express,NC100 
IT,10435,10/03/2016,American Express,NC100 
US,10439,07/03/2016,JCB,NW112 
US,10439,20/12/2016,JCB,NW112 
US,10443,30/07/2016,Discover,NE304 
AU,10447,03/03/2016,VISA,NC100 
AU,10447,27/02/2016,VISA,NC100 
AU,10447,30/05/2016,VISA,NC100 
US,10451,20/07/2016,JCB,NC169 
US,10451,05/08/2016,JCB,NC169 
US,10451,30/05/2016,JCB,NC169 
AU,10455,25/01/2016,Diners Club,NE304 
AU,10455,05/08/2016,Diners Club,NE304 
AU,10455,01/03/2016,Diners Club,NE304 
US,10459,20/06/2016,Discover,SE271 
US,10459,05/08/2016,Discover,SE271 
AU,10463,05/08/2016,American Express,NE235 
AU,10463,20/02/2016,American Express,NE235 
AU,10463,27/06/2016,American Express,NE235 
IT,10467,27/02/2016,American Express,WE289 
US,10475,03/03/2016,VISA,SC127 
CA,10483,20/12/2016,VISA,SE271 
CA,10483,27/03/2016,VISA,SE271 
IT,10487,20/02/2016,VISA,NE178 
IT,10491,27/03/2016,Discover,NE235 
IT,10491,05/08/2016,Discover,NE235 
IT,10491,15/01/2016,Discover,NE235 
ES,10495,05/08/2016,VISA,RP385 
ES,10495,20/12/2016,VISA,RP385 
ES,10495,30/03/2016,VISA,RP385 
US,10499,30/05/2016,Discover,SW412 
US,10499,20/12/2016,Discover,SW412 
IT,10503,30/05/2016,Discover,WE286 
IT,10503,03/02/2016,Discover,WE286 
IT,10507,27/10/2016,American Express,SW277 
IT,10507,30/07/2016,American Express,SW277 
IT,10507,12/12/2016,American Express,SW277 
IT,10507,03/11/2016,American Express,SW277 
IT,10507,20/06/2016,American Express,SW277 
US,10511,29/05/2016,JCB,SW346 
IT,10515,05/08/2016,VISA,SW148 
IT,10515,01/07/2016,VISA,SW148 
IT,10519,03/12/2016,VISA,NE175 
US,10523,20/06/2016,American Express,NE238 
US,10523,10/07/2016,American Express,NE238 
US,10527,07/03/2016,JCB,SC394 
US,10531,20/07/2016,American Express,WE157 
US,10535,25/01/2016,American Express,SC262 
US,10535,23/07/2016,American Express,SC262 
IT,10539,27/06/2016,VISA,SW409 
IT,10539,27/03/2016,VISA,SW409 
IT,10539,27/10/2016,VISA,SW409 
IT,10543,12/12/2016,Diners Club,SC199 
IT,10543,29/04/2016,Diners Club,SC199 
IT,10543,01/03/2016,Diners Club,SC199 
IT,10543,10/05/2016,Diners Club,SC199 
IT,10543,15/07/2016,Diners Club,SC199 
IT,10547,20/12/2016,American Express,NE307 
IT,10547,27/03/2016,American Express,NE307 
IT,10547,10/03/2016,American Express,NE307 
IT,10547,27/02/2016,American Express,NE307 
IT,10547,29/04/2016,American Express,NE307 
IT,10551,30/07/2016,American Express,NE172 
IT,10551,05/08/2016,American Express,NE172 
IT,10555,15/06/2016,Discover,WE286 
IT,10555,20/09/2016,Discover,WE286 
IT,10555,10/02/2016,Discover,WE286 
IT,10555,12/08/2016,Discover,WE286 
US,10559,19/04/2016,VISA,SW274 
US,10559,27/02/2016,VISA,SW274 
US,10559,20/12/2016,VISA,SW274 
IT,10567,15/07/2016,Master Card,SC127 
IT,10567,20/09/2016,Master Card,SC127 
IT,10567,30/03/2016,Master Card,SC127 
IT,10567,30/05/2016,Master Card,SC127 
IT,10567,20/06/2016,Master Card,SC127 
US,10575,15/01/2016,VISA,SE136 
US,10587,05/08/2016,Discover,NW316 
US,10587,20/09/2016,Discover,NW316 
US,10587,03/12/2016,Discover,NW316 
US,10587,12/12/2016,Discover,NW316 
IT,10591,09/04/2016,Discover,NE103 
IT,10595,30/05/2016,Discover,SE271 
IT,10595,27/02/2016,Discover,SE271 
US,10599,20/08/2016,American Express,WE151 
US,10599,05/08/2016,American Express,WE151 
IT,10603,27/09/2016,VISA,NE175 
IT,10603,03/11/2016,VISA,NE175 
IT,10603,27/06/2016,VISA,NE175 
IT,10611,10/05/2016,JCB,NE307 
IT,10619,03/01/2016,American Express,NC364 
IT,10619,10/07/2016,American Express,NC364 
IT,10619,12/12/2016,American Express,NC364 
IT,10619,19/05/2016,American Express,NC364 
IT,10619,10/03/2016,American Express,NC364 
IT,10627,20/08/2016,VISA,SC394 
IT,10627,20/12/2016,VISA,SC394 
IT,10627,25/04/2016,VISA,SC394 
IT,10627,27/09/2016,VISA,SC394 
IT,10627,09/10/2016,VISA,SC394 
IT,10631,12/08/2016,Diners Club,WE421 
IT,10635,05/08/2016,JCB,SC259 
IT,10639,22/10/2016,Discover,NE307 
IT,10643,27/03/2016,American Express,SC325 
IT,10643,09/10/2016,American Express,SC325 
IT,10643,30/03/2016,American Express,SC325 
IT,10643,15/01/2016,American Express,SC325 
IT,10647,07/03/2016,Diners Club,WE223 
IT,10647,10/05/2016,Diners Club,WE223 
IT,10647,14/11/2016,Diners Club,WE223 
IT,10651,05/08/2016,VISA,NC364 
IT,10651,03/02/2016,VISA,NC364 
IT,10651,20/09/2016,VISA,NC364 
IT,10651,03/01/2016,VISA,NC364 
IT,10655,30/05/2016,American Express,SE139 
IT,10655,20/09/2016,American Express,SE139 
IT,10655,27/03/2016,American Express,SE139 
IT,10655,05/08/2016,American Express,SE139 
IT,10655,20/12/2016,American Express,SE139 
IT,10655,27/02/2016,American Express,SE139 
US,10659,12/12/2016,Discover,NW376 
US,10659,30/04/2016,Discover,NW376 
US,10659,09/10/2016,Discover,NW376 
FR,10667,30/05/2016,JCB,WE223 
FR,10667,10/03/2016,JCB,WE223 
FR,10667,10/09/2016,JCB,WE223 
FR,10667,15/01/2016,JCB,WE223 
IT,10683,19/05/2016,Discover,NW187 
IT,10683,25/01/2016,Discover,NW187 
IT,10683,19/12/2016,Discover,NW187 
IT,10683,20/11/2016,Discover,NW187 
US,10691,12/12/2016,Diners Club,SC199 
US,10691,19/05/2016,Diners Club,SC199 
US,10691,10/03/2016,Diners Club,SC199 
US,10691,27/03/2016,Diners Club,SC199 
US,10699,20/12/2016,JCB,NW184 
US,10703,30/05/2016,VISA,NE238 
US,10703,16/12/2016,VISA,NE238 
US,10703,30/07/2016,VISA,NE238 
US,10703,30/03/2016,VISA,NE238 
US,10707,25/04/2016,American Express,SC262 
US,10707,10/06/2016,American Express,SC262 
AU,10711,27/06/2016,American Express,SC259 
AU,10711,30/03/2016,American Express,SC259 
US,10715,30/03/2016,VISA,SW274 
US,10715,10/07/2016,VISA,SW274 
IT,10719,15/06/2016,American Express,NC292 
IT,10719,12/12/2016,American Express,NC292 
IT,10719,20/06/2016,American Express,NC292 
US,10727,27/02/2016,Discover,SC199 
US,10727,10/09/2016,Discover,SC199 
US,10731,12/08/2016,VISA,NW310 
US,10731,15/01/2016,VISA,NW310 
AU,10743,10/07/2016,VISA,NC292 
AU,10743,07/03/2016,VISA,NC292 
AU,10743,15/01/2016,VISA,NC292 
AU,10743,10/09/2016,VISA,NC292 
AU,10743,07/03/2016,VISA,NC292 
AU,10747,29/04/2016,Discover,NE301 
AU,10747,27/07/2016,Discover,NE301 
AU,10747,20/12/2016,Discover,NE301 
IT,10751,25/01/2016,American Express,SW277 
IT,10751,20/02/2016,American Express,SW277 
IT,10751,10/05/2016,American Express,SW277 
IT,10751,14/11/2016,American Express,SW277 
IT,10751,01/04/2016,American Express,SW277 
US,10755,07/02/2016,VISA,SW412 
US,10755,14/11/2016,VISA,SW412 
US,10755,09/10/2016,VISA,SW412 
IT,10759,07/04/2016,JCB,NW247 
IT,10759,27/03/2016,JCB,NW247 
IT,10759,14/11/2016,JCB,NW247 
US,10771,10/03/2016,American Express,NW310 
US,10771,27/02/2016,American Express,NW310 
US,10771,20/11/2016,American Express,NW310 
US,10775,30/07/2016,Master Card,NW181 
CA,10783,25/01/2016,Discover,WE352 
US,10787,30/07/2016,American Express,SW277 
US,10787,03/12/2016,American Express,SW277 
US,10787,05/01/2016,American Express,SW277 
US,10791,05/08/2016,Diners Club,NW310 
IT,10795,10/03/2016,VISA,SC328 
IT,10795,27/06/2016,VISA,SC328 
IT,10795,09/10/2016,VISA,SC328 
US,10799,30/05/2016,Discover,SW142 
US,10799,10/08/2016,Discover,SW142 
US,10799,20/12/2016,Discover,SW142 
US,10803,15/06/2016,Diners Club,SC322 
US,10803,20/12/2016,Diners Club,SC322 
US,10803,27/09/2016,Diners Club,SC322 
UK,10815,05/01/2016,American Express,SE334 
UK,10815,19/04/2016,American Express,SE334 
UK,10815,15/07/2016,American Express,SE334 
UK,10815,27/03/2016,American Express,SE334 
UK,10827,27/07/2016,Diners Club,SE133 
UK,10827,27/07/2016,Diners Club,SE133 
AU,10831,19/05/2016,Master Card,SE400 
AU,10831,07/03/2016,Master Card,SE400 
AU,10831,05/08/2016,Master Card,SE400 
IT,10835,10/07/2016,Discover,NW244 
IT,10835,10/09/2016,Discover,NW244 
US,10839,05/08/2016,Diners Club,SC259 
US,10839,20/08/2016,Diners Club,SC259 
US,10839,10/08/2016,Diners Club,SC259 
US,10839,01/07/2016,Diners Club,SC259 
IT,10843,14/11/2016,VISA,SE139 
IT,10843,20/12/2016,VISA,SE139 
IT,10843,12/12/2016,VISA,SE139 
IT,10847,23/07/2016,Discover,WE154 
IT,10847,05/08/2016,Discover,WE154 
IT,10847,20/12/2016,Discover,WE154 
IT,10847,10/09/2016,Discover,WE154 
FR,10851,30/07/2016,American Express,SE271 
IT,10859,12/08/2016,Diners Club,SC322 
IT,10859,05/08/2016,Diners Club,SC322 
US,10863,09/04/2016,JCB,NC358 
US,10863,10/08/2016,JCB,NC358 
US,10863,15/06/2016,JCB,NC358 
US,10863,20/12/2016,JCB,NC358 
US,10863,20/04/2016,JCB,NC358 
US,10867,25/12/2016,American Express,SW280 
US,10867,25/04/2016,American Express,SW280 
US,10871,22/10/2016,American Express,NW379 
US,10871,01/03/2016,American Express,NW379 
US,10871,05/08/2016,American Express,NW379 
US,10871,03/12/2016,American Express,NW379 
US,10871,10/07/2016,American Express,NW379 
US,10875,10/05/2016,American Express,SW409 
US,10875,09/09/2016,American Express,SW409 
US,10875,10/07/2016,American Express,SW409 
US,10875,03/03/2016,American Express,SW409 
IT,10879,10/07/2016,American Express,NE109 
IT,10879,15/01/2016,American Express,NE109 
IT,10879,10/06/2016,American Express,NE109 
IT,10879,29/05/2016,American Express,NE109 
IT,10879,07/03/2016,American Express,NE109 
US,10883,05/01/2016,Discover,SE397 
US,10883,09/09/2016,Discover,SE397 
US,10883,20/09/2016,Discover,SE397 
US,10891,20/11/2016,JCB,NW376 
US,10891,27/06/2016,JCB,NW376 
US,10891,25/01/2016,JCB,NW376 
US,10895,29/05/2016,American Express,NW181 
US,10895,15/07/2016,American Express,NW181 
US,10895,03/02/2016,American Express,NW181 
US,10899,05/08/2016,VISA,SW145 
US,10899,07/03/2016,VISA,SW145 
US,10899,30/03/2016,VISA,SW145 
US,10899,14/11/2016,VISA,SW145 
US,10899,25/01/2016,VISA,SW145 
US,10903,25/12/2016,VISA,NC364 
US,10903,27/06/2016,VISA,NC364 
US,10903,27/06/2016,VISA,NC364 
US,10903,25/01/2016,VISA,NC364 
US,10907,27/07/2016,American Express,NC232 
US,10907,03/01/2016,American Express,NC232 
US,10911,25/12/2016,Diners Club,SC259 
US,10911,30/03/2016,Diners Club,SC259 
US,10915,27/03/2016,American Express,SW343 
US,10919,09/04/2016,Diners Club,NW184 
US,10919,25/12/2016,Diners Club,NW184 
US,10919,05/08/2016,Diners Club,NW184 
US,10923,10/09/2016,JCB,SE337 
US,10923,03/12/2016,JCB,SE337 
US,10923,27/03/2016,JCB,SE337 
US,10927,15/01/2016,VISA,WE151 
US,10935,30/03/2016,American Express,SC391 
US,10935,25/04/2016,American Express,SC391 
US,10935,12/12/2016,American Express,SC391 
AU,10939,30/07/2016,American Express,SW277 
AU,10939,01/07/2016,American Express,SW277 
DE,10943,12/12/2016,Discover,NE178 
DE,10943,25/12/2016,Discover,NE178 
US,10947,25/01/2016,Master Card,SC262 
US,10947,20/09/2016,Master Card,SC262 
IT,10951,20/09/2016,American Express,NW310 
IT,10951,10/09/2016,American Express,NW310 
IT,10951,09/04/2016,American Express,NW310 
IT,10951,20/09/2016,American Express,NW310 
IT,10951,10/09/2016,American Express,NW310 
US,10955,03/03/2016,JCB,NE238 
US,10955,01/07/2016,JCB,NE238 
US,10955,30/05/2016,JCB,NE238 
US,10955,10/03/2016,JCB,NE238 
AU,10959,12/08/2016,Discover,SW346 
DE,10963,27/02/2016,Diners Club,SW346 
DE,10963,20/08/2016,Diners Club,SW346 
US,10967,15/06/2016,Discover,WE355 
AU,10971,15/07/2016,Diners Club,SW148 
UK,10975,16/12/2016,Diners Club,SE337 
AU,10979,29/04/2016,JCB,WE283 
AU,10979,01/04/2016,JCB,WE283 
AU,10983,20/06/2016,Discover,SE403 
AU,10983,15/12/2016,Discover,SE403 
AU,10983,07/03/2016,Discover,SE403 
US,10987,20/12/2016,Discover,SW211 
US,10991,30/07/2016,Diners Club,NE178 
US,10991,27/09/2016,Diners Club,NE178 
US,10991,30/04/2016,Diners Club,NE178 
US,10991,10/05/2016,Diners Club,NE178 
US,10991,10/08/2016,Diners Club,NE178 
US,10991,12/12/2016,Diners Club,NE178 
US,10991,27/03/2016,Diners Club,NE178 
AU,10995,07/02/2016,Discover,SC394 
AU,10995,09/10/2016,Discover,SC394 
AU,10995,05/08/2016,Discover,SC394 
AU,10995,20/12/2016,Discover,SC394 
US,10999,25/04/2016,Discover,SC196 
US,10999,30/05/2016,Discover,SC196 
US,10999,27/02/2016,Discover,SC196 
AU,11011,07/03/2016,VISA,SC127 
AU,11011,01/04/2016,VISA,SC127 
AU,11011,30/05/2016,VISA,SC127 
AU,11011,09/04/2016,VISA,SC127 
ES,11015,19/05/2016,American Express,WE151 
ES,11015,01/04/2016,American Express,WE151 
ES,11015,22/10/2016,American Express,WE151 
US,11019,30/07/2016,VISA,WE415 
US,11019,23/07/2016,VISA,WE415 
US,11019,09/10/2016,VISA,WE415 
US,11019,30/05/2016,VISA,WE415 
US,11019,27/10/2016,VISA,WE415 
US,11019,10/05/2016,VISA,WE415 
ES,11027,27/07/2016,VISA,WE355 
US,11031,09/10/2016,VISA,NE175 
US,11031,09/10/2016,VISA,NE175 
US,11031,05/08/2016,VISA,NE175 
IT,11035,20/04/2016,Master Card,NE301 
IT,11035,30/07/2016,Master Card,NE301 
IT,11035,20/09/2016,Master Card,NE301 
IT,11035,07/02/2016,Master Card,NE301 
US,11039,12/12/2016,VISA,SW343 
US,11039,30/04/2016,VISA,SW343 
US,11039,27/03/2016,VISA,SW343 
US,11039,20/06/2016,VISA,SW343 
ES,11043,03/02/2016,Discover,SW340 
ES,11043,19/04/2016,Discover,SW340 
US,11047,10/08/2016,Discover,SC199 
US,11047,15/12/2016,Discover,SC199 
IT,11051,09/10/2016,American Express,SE397 
IT,11051,20/12/2016,American Express,SE397 
IT,11051,25/04/2016,American Express,SE397 
IT,11051,10/07/2016,American Express,SE397 
IT,11051,20/06/2016,American Express,SE397 
IT,11051,01/03/2016,American Express,SE397 
IT,11055,27/02/2016,Diners Club,SC256 
IT,11055,20/12/2016,Diners Club,SC256 
IT,11055,03/12/2016,Diners Club,SC256 
IT,11055,05/08/2016,Diners Club,SC256 
IT,11055,10/07/2016,Diners Club,SC256 
IT,11055,05/08/2016,Diners Club,SC256 
US,11059,03/03/2016,American Express,NC169 
US,11059,30/05/2016,American Express,NC169 
DE,11063,07/04/2016,American Express,WE289 
DE,11063,14/11/2016,American Express,WE289 
DE,11063,03/11/2016,American Express,WE289 
DE,11063,20/06/2016,American Express,WE289 
US,11067,03/12/2016,Discover,SW340 
US,11067,30/05/2016,Discover,SW340 
UK,11071,15/06/2016,Diners Club,NC298 
UK,11071,27/12/2016,Diners Club,NC298 
IT,11075,15/12/2016,Diners Club,NE307 
IT,11075,20/12/2016,Diners Club,NE307 
IT,11079,10/08/2016,VISA,WE220 
IT,11079,20/09/2016,VISA,WE220 
IT,11079,15/01/2016,VISA,WE220 
IT,11087,01/04/2016,Discover,NE178 
US,11091,10/09/2016,Diners Club,NE235 
UK,11099,20/11/2016,JCB,SW145 
UK,11099,05/08/2016,JCB,SW145 
UK,11099,01/03/2016,JCB,SW145 
US,11103,19/12/2016,JCB,WE223 
US,11103,30/07/2016,JCB,WE223 
IT,11107,07/03/2016,Master Card,NC160 
IT,11107,09/09/2016,Master Card,NC160 
IT,11107,20/12/2016,Master Card,NC160 
IT,11107,25/01/2016,Master Card,NC160 
UK,11111,07/03/2016,VISA,SW274 
UK,11111,20/09/2016,VISA,SW274 
UK,11111,10/05/2016,VISA,SW274 
UK,11111,30/11/2016,VISA,SW274 
